id,title,difficulty,category,concept,domain,role,context,problem_statement,tags
JAV-00081,LinkedHashMap assessment for Healthcare Payer CI/CD quality gate adoption,Medium,JAVA_COLLECTIONS,LinkedHashMap,Healthcare Payer,QA Practice Lead,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving LinkedHashMap for Healthcare Payer CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,linkedhashmap,healthcare-payer,qa-practice-lead"
JAV-00082,ArrayList assessment for Data Engineering observability and production readiness,Medium,JAVA_COLLECTIONS,ArrayList,Data Engineering,QA Practice Lead,observability and production readiness,"Design, code or whiteboard a medium solution involving ArrayList for Data Engineering observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,arraylist,data-engineering,qa-practice-lead"
JAV-00083,HashSet assessment for Data Engineering enterprise modernization,Expert,JAVA_COLLECTIONS,HashSet,Data Engineering,SDET,enterprise modernization,"Design, code or whiteboard a expert solution involving HashSet for Data Engineering enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,hashset,data-engineering,sdet"
JAV-00084,HashMap assessment for Banking enterprise modernization,Easy,JAVA_COLLECTIONS,HashMap,Banking,Test Manager,enterprise modernization,"Design, code or whiteboard a easy solution involving HashMap for Banking enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,hashmap,banking,test-manager"
JAV-00085,LinkedHashSet assessment for Healthcare Payer regulatory reporting modernization,Hard,JAVA_COLLECTIONS,LinkedHashSet,Healthcare Payer,SDET,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving LinkedHashSet for Healthcare Payer regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,linkedhashset,healthcare-payer,sdet"
JAV-00086,LinkedHashMap assessment for Insurance CI/CD quality gate adoption,Hard,JAVA_COLLECTIONS,LinkedHashMap,Insurance,QA Practice Lead,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving LinkedHashMap for Insurance CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,linkedhashmap,insurance,qa-practice-lead"
JAV-00087,HashSet assessment for Supply Chain test automation modernization,Expert,JAVA_COLLECTIONS,HashSet,Supply Chain,QE Architect,test automation modernization,"Design, code or whiteboard a expert solution involving HashSet for Supply Chain test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,hashset,supply-chain,qe-architect"
JAV-00088,LinkedHashSet assessment for Insurance observability and production readiness,Expert,JAVA_COLLECTIONS,LinkedHashSet,Insurance,SDET,observability and production readiness,"Design, code or whiteboard a expert solution involving LinkedHashSet for Insurance observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,linkedhashset,insurance,sdet"
JAV-00089,LinkedHashSet assessment for Retail enterprise modernization,Easy,JAVA_COLLECTIONS,LinkedHashSet,Retail,SDET,enterprise modernization,"Design, code or whiteboard a easy solution involving LinkedHashSet for Retail enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,linkedhashset,retail,sdet"
JAV-00090,HashMap assessment for Retail observability and production readiness,Expert,JAVA_COLLECTIONS,HashMap,Retail,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a expert solution involving HashMap for Retail observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-collections,hashmap,retail,lead-quality-engineer"
JAV-00091,Tokenization assessment for SaaS CI/CD quality gate adoption,Medium,JAVA_STRINGS,Tokenization,SaaS,Data QA Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Tokenization for SaaS CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,tokenization,saas,data-qa-engineer"
JAV-00092,Masking assessment for SaaS observability and production readiness,Medium,JAVA_STRINGS,Masking,SaaS,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a medium solution involving Masking for SaaS observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,masking,saas,lead-quality-engineer"
JAV-00093,String parsing assessment for Retail data platform migration,Medium,JAVA_STRINGS,String parsing,Retail,Automation Architect,data platform migration,"Design, code or whiteboard a medium solution involving String parsing for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,string-parsing,retail,automation-architect"
JAV-00094,String parsing assessment for Retail CI/CD quality gate adoption,Expert,JAVA_STRINGS,String parsing,Retail,Test Manager,CI/CD quality gate adoption,"Design, code or whiteboard a expert solution involving String parsing for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,string-parsing,retail,test-manager"
JAV-00095,String parsing assessment for Data Engineering enterprise modernization,Medium,JAVA_STRINGS,String parsing,Data Engineering,QE Architect,enterprise modernization,"Design, code or whiteboard a medium solution involving String parsing for Data Engineering enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,string-parsing,data-engineering,qe-architect"
JAV-00096,Regex validation assessment for Cloud Modernization regulatory reporting modernization,Medium,JAVA_STRINGS,Regex validation,Cloud Modernization,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Regex validation for Cloud Modernization regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,regex-validation,cloud-modernization,automation-architect"
JAV-00097,Tokenization assessment for Data Engineering observability and production readiness,Medium,JAVA_STRINGS,Tokenization,Data Engineering,SDET,observability and production readiness,"Design, code or whiteboard a medium solution involving Tokenization for Data Engineering observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,tokenization,data-engineering,sdet"
JAV-00098,Regex validation assessment for Banking regulatory reporting modernization,Hard,JAVA_STRINGS,Regex validation,Banking,QE Architect,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving Regex validation for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,regex-validation,banking,qe-architect"
JAV-00099,Masking assessment for Supply Chain cloud migration,Medium,JAVA_STRINGS,Masking,Supply Chain,QE Architect,cloud migration,"Design, code or whiteboard a medium solution involving Masking for Supply Chain cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,masking,supply-chain,qe-architect"
JAV-00100,Tokenization assessment for Healthcare Payer CI/CD quality gate adoption,Medium,JAVA_STRINGS,Tokenization,Healthcare Payer,QE Architect,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Tokenization for Healthcare Payer CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,tokenization,healthcare-payer,qe-architect"
JAV-00101,Regex validation assessment for Insurance regulatory reporting modernization,Medium,JAVA_STRINGS,Regex validation,Insurance,SDET,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Regex validation for Insurance regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,regex-validation,insurance,sdet"
JAV-00102,String parsing assessment for Retail cloud migration,Hard,JAVA_STRINGS,String parsing,Retail,QA Practice Lead,cloud migration,"Design, code or whiteboard a hard solution involving String parsing for Retail cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","java-strings,string-parsing,retail,qa-practice-lead"
